Id,Action
1,0.19725050916496945
10,0.4491174473862865
100,0.7245926680244399
1000,0.616683638832315
10000,0.11970468431771894
10001,0.2917175831636117
10002,0.9380176510522743
10003,0.043601493550577054
10004,0.46130346232179226
10005,0.3505600814663951
10006,0.2004582484725051
10007,0.16832993890020367
10008,0.6231160896130347
10009,0.6193482688391039
1001,0.361591989137814
10010,0.1331805838424983
10011,0.013883231500339443
10012,0.09798031228784793
10013,0.26383231500339444
10014,0.8985573659198913
10015,0.826459606245757
10016,0.22678207739307535
10017,0.7118635437881874
10018,0.9692973523421589
10019,0.3134758995247794
1002,0.14290563475899526
10020,0.4544806517311609
10021,0.1835879158180584
10022,0.3557365919891378
10023,0.793245078071962
10024,0.05524439918533605
10025,0.4693991853360489
10026,0.3739986422267481
10027,0.4488119484046164
10028,0.5710285132382892
10029,0.4367617107942974
1003,0.5003733876442634
10030,0.9741683638832315
10031,0.37756279701289885
10032,0.26822810590631363
10033,0.30639850644942296
10034,0.30913102511880514
10035,0.9443822131704005
10036,0.02245417515274949
10037,0.871673455532926
10038,0.21267820773930754
10039,0.8270536320434487
1004,0.835183299389002
10040,0.6536999321113374
10041,0.006109979633401222
10042,0.44378818737270875
10043,0.5528343516632722
10044,0.9484555329260014
10045,0.05276646300067889
10046,0.7196877121520706
10047,0.6634928716904277
10048,0.5661235573659199
10049,0.7580787508486083
1005,0.41434147997284454
10050,0.7298370672097759
10051,0.08480991174473863
10052,0.721367956551256
10053,0.3382213170400543
10054,0.5858282416836388
10055,0.7402749490835031
10056,0.8994908350305499
10057,0.4486422267481331
10058,0.07970128988458927
10059,0.08827223353699933
1006,0.2897318397827563
10060,0.6679735234215886
10061,0.21211812627291243
10062,0.41622539035980993
10063,0.6286150712830957
10064,0.5726917854718262
10065,0.1920061099796334
10066,0.11734555329260013
10067,0.5508995247793619
10068,0.2701459606245757
10069,0.7299558723693144
1007,0.629837067209776
10070,0.41642905634759
10071,0.3757637474541752
10072,0.4303122878479294
10073,0.17053632043448744
10074,0.35386965376782076
10075,0.4744908350305499
10076,0.4897318397827563
10077,0.6820434487440598
10078,0.5772572980312288
10079,0.003428377460964019
1008,0.9538017651052274
10080,0.5939409368635438
10081,0.8491004752206381
10082,0.4854378818737271
10083,0.1785980991174474
10084,0.9204854039375424
10085,0.7196198234894773
10086,0.1910896130346232
10087,0.5418363883231501
10088,0.6282586558044807
10089,0.5662763068567549
1009,0.8824677528852681
10090,0.9904616429056348
10091,0.32802104548540395
10092,0.16838085539714867
10093,0.2791581805838425
10094,0.9770706042090971
10095,0.9153598099117447
10096,0.8895790902919213
10097,0.2816191446028513
10098,0.23105906313645622
10099,0.3269348268839104
101,0.15816361167684997
1010,0.7064833672776646
10100,0.3138832315003394
10101,0.7811439239646979
10102,0.36527494908350305
10103,0.9961133740665309
10104,0.43762729124236255
10105,0.6143075356415478
10106,0.18163611676849967
10107,0.37983706720977595
10108,0.6611337406653089
10109,0.0324847250509165
1011,0.8964019008825526
10110,0.034928716904276985
10111,0.024507807196198234
10112,0.7443312966734555
10113,0.28129667345553294
10114,0.8622878479293958
10115,0.2168194161575017
10116,0.791581805838425
10117,0.0016123557365919892
10118,0.046232179226069245
10119,0.08122878479293957
1012,0.5119823489477258
10120,0.9103190767141888
10121,0.5123727087576375
10122,0.7975560081466395
10123,0.18375763747454174
10124,0.06323828920570265
10125,0.36120162932790223
10126,0.08297691785471827
10127,0.08879837067209775
10128,0.3697725729803123
10129,0.08095723014256619
1013,0.6386795655125594
10130,0.40001697216564835
10131,0.48917175831636117
10132,0.5270536320434488
10133,0.2887304820095044
10134,0.12982009504412764
10135,0.04003733876442634
10136,0.16374745417515274
10137,0.6665478615071283
10138,0.14577393075356415
10139,0.4037338764426341
1014,0.5903767820773931
10140,0.33160217243720297
10141,0.0675152749490835
10142,0.9953835709436524
10143,0.45414120841819416
10144,0.4025458248472505
10145,0.8404955872369314
10146,0.9452477936184657
10147,0.45232518669382216
10148,0.5249151391717584
10149,0.38778004073319755
1015,0.5536999321113374
10150,0.3312797012898846
10151,0.5429904955872369
10152,0.9475899524779362
10153,0.4813136456211813
10154,0.6280210454854039
10155,0.27788526816021725
10156,0.23021045485403938
10157,0.169959266802444
10158,0.6356754921928038
10159,0.1345213849287169
1016,0.9305159538357094
10160,0.17635777325186694
10161,0.49874405974202307
10162,0.1378988458927359
10163,0.5688730482009504
10164,0.6039205702647658
10165,0.10344534962661235
10166,0.8404786150712831
10167,0.8167684996605566
10168,0.049711473183978276
10169,0.7664969450101833
1017,0.009487440597420231
10170,0.3657162253903598
10171,0.23990156143923966
10172,0.6842158859470469
10173,0.2696367956551256
10174,0.3519008825526137
10175,0.33893414799728444
10176,0.29523082145281737
10177,0.3061439239646979
10178,0.9179395790902919
10179,0.7667684996605567
1018,0.6973353699932111
10180,0.16459606245756958
10181,0.4296673455532926
10182,0.5204005431093007
10183,0.4315173116089613
10184,0.10833333333333334
10185,0.3963509843856076
10186,0.8905465037338764
10187,0.23204344874405974
10188,0.5455532926001357
10189,0.35921588594704684
1019,0.36644602851323826
10190,0.248285811269518
10191,0.5533435166327223
10192,0.5278343516632722
10193,0.3235064494229464
10194,0.9229124236252546
10195,0.4408010862186015
10196,0.03677868295994569
10197,0.543397827562797
10198,0.02038357094365241
10199,0.41340801086218604
102,0.05924983027834352
1020,0.786897488119484
10200,0.9866598778004073
10201,0.36637813985064493
10202,0.3554310930074678
10203,0.640325865580448
10204,0.5996435845213849
10205,0.41128649015614394
10206,0.5870672097759674
10207,0.6908859470468431
10208,0.8621350984385607
10209,0.06155804480651731
1021,0.8331805838424983
10210,0.7754752206381534
10211,0.06634419551934827
10212,0.906653088934148
10213,0.4237949762389681
10214,0.10188391038696537
10215,0.5788866259334691
10216,0.9732518669382213
10217,0.6078241683638832
10218,0.961999321113374
10219,0.9335369993211133
1022,0.20422606924643585
10220,0.5598099117447386
10221,0.13441955193482688
10222,0.31259334691106583
10223,0.6224711473183978
10224,0.7503394433129668
10225,0.22464358452138494
10226,0.18628649015614393
10227,0.9932111337406653
10228,0.8080617786829599
10229,0.236693822131704
1023,0.46865241004752206
10230,0.9405125594025797
10231,0.3330448065173116
10232,0.7105397148676171
10233,0.5922776646300068
10234,0.13574338085539714
10235,0.08528513238289205
10236,0.19159877800407332
10237,0.510030549898167
10238,0.30714528173794975
10239,0.6169212491513917
1024,0.7674134419551935
10240,0.007790224032586558
10241,0.9001697216564833
10242,0.7589782756279702
10243,0.16795655125594025
10244,0.5869653767820774
10245,0.1327562797012899
10246,0.815020366598778
10247,0.20288526816021724
10248,0.08637135098438561
10249,0.18705023761031908
1025,0.2919042769857434
10250,0.3810081466395112
10251,0.409928716904277
10252,0.21731160896130347
10253,0.629786150712831
10254,0.9816191446028514
10255,0.5690767141887305
10256,0.7573828920570265
10257,0.5414120841819416
10258,0.6235403937542431
10259,0.9015953835709436
1026,0.1513917175831636
10260,0.0037847929395790902
10261,0.6878818737270875
10262,0.17902240325865582
10263,0.8681262729124236
10264,0.41961982348947724
10265,0.22617107942973524
10266,0.5812118126272913
10267,0.6792600135777325
10268,0.9558553971486762
10269,0.23823828920570264
1027,0.5991004752206381
10270,0.9289205702647658
10271,0.7667515274949084
10272,0.8178547182620503
10273,0.40709436524100473
10274,0.7821283095723014
10275,0.4354718262050238
10276,0.9711133740665309
10277,0.15884249830278344
10278,0.008910386965376781
10279,0.05139171758316361
1028,0.4741174473862865
10280,0.6047691785471826
10281,0.5896639511201629
10282,0.41493550577053634
10283,0.8657162253903599
10284,0.6790224032586558
10285,0.5990495587236931
10286,0.7259504412763068
10287,0.22484725050916496
10288,0.7795485403937542
10289,0.5024949083503055
1029,0.8217583163611677
10290,0.3392057026476578
10291,0.17720638153428378
10292,0.873336727766463
10293,0.012355736591989137
10294,0.30052613713509846
10295,0.4038017651052274
10296,0.7062287847929396
10297,0.8434317718940937
10298,0.37944670739986425
10299,0.9422946367956552
103,0.8141717583163611
1030,0.5244568906992533
10300,0.7216395112016293
10301,0.2435336048879837
10302,0.08985064494229464
10303,0.8379497623896809
10304,0.28048200950441277
10305,0.31773591310251187
10306,0.4093856076035302
10307,0.8769687712152071
10308,0.41162593346911064
10309,0.6626442634080109
1031,0.4437202987101154
10310,0.6291751527494909
10311,0.2345213849287169
