Id,Action
1,0.17216564833672776
10,0.49120841819416156
100,0.7860997963340122
1000,0.599745417515275
10000,0.08886625933469111
10001,0.35380176510522743
10002,0.8673964697895451
10003,0.03857773251866938
10004,0.4474541751527495
10005,0.49086897488119485
10006,0.22791921249151392
10007,0.18794976238968092
10008,0.7919382213170401
10009,0.5912253903598099
1001,0.3098947725729803
10010,0.13416496945010184
10011,0.013628649015614393
10012,0.16216904276985744
10013,0.3463170400543109
10014,0.9602681602172437
10015,0.8707909029192125
10016,0.22101154107264087
10017,0.7913102511880516
10018,0.9821113374066531
10019,0.3935675492192804
1002,0.2009674134419552
10020,0.40986082824168363
10021,0.15556687033265446
10022,0.39163272233537
10023,0.8239307535641548
10024,0.05590631364562118
10025,0.4251357773251867
10026,0.2842837746096402
10027,0.44467073998642226
10028,0.6939748811948404
10029,0.47211473183978275
1003,0.43223014256619147
10030,0.8591989137813985
10031,0.36973862864901563
10032,0.27184317718940937
10033,0.22418533604887983
10034,0.2698744059742023
10035,0.963102511880516
10036,0.016666666666666666
10037,0.7712321792260692
10038,0.298234894772573
10039,0.7722505091649694
1004,0.6917684996605566
10040,0.7060760353021045
10041,0.00938560760353021
10042,0.46564833672776645
10043,0.5071283095723014
10044,0.9434826883910387
10045,0.05298710115410726
10046,0.7319246435845214
10047,0.7220977596741344
10048,0.5061948404616429
10049,0.752919212491514
1005,0.4507467752885268
10050,0.7695010183299389
10051,0.07937881873727087
10052,0.7825016972165648
10053,0.49309232858112695
10054,0.6440088255261371
10055,0.8218601493550577
10056,0.8756279701289884
10057,0.3599456890699253
10058,0.068346911065852
10059,0.0873387644263408
1006,0.23426680244399184
10060,0.6447895451459607
10061,0.21463000678886626
10062,0.5922437202987101
10063,0.5594195519348268
10064,0.5344874405974203
10065,0.1723693143245078
10066,0.11984046164290564
10067,0.5256449422946368
10068,0.22040054310930074
10069,0.7707230142566192
1007,0.4850135777325187
10070,0.46776985743380856
10071,0.26535980991174474
10072,0.33319755600814666
10073,0.1770706042090971
10074,0.3861846571622539
10075,0.5202477936184657
10076,0.5786150712830957
10077,0.7380176510522742
10078,0.5527494908350306
10079,0.0029701289884589274
1008,0.9248472505091649
10080,0.5045145960624575
10081,0.8956381534283775
10082,0.4681093007467753
10083,0.18491174473862865
10084,0.8268329938900204
10085,0.7163781398506449
10086,0.16098099117447387
10087,0.49636795655125593
10088,0.5158010862186015
10089,0.5099966055668703
1009,0.8898845892735913
